event_id,user_id,event_time,valid,item_id
45,5889,2018-10-01 14:15:45,0,item_13
46,25947,2018-10-01 14:19:39,0,item_13
47,38286,2018-10-01 14:25:11,0,item_15
47,38286,2018-10-01 14:25:11,0,item_2
48,3881,2018-10-01 14:31:58,0,item_2
49,38818,2018-10-01 14:43:03,0,item_2
50,34341,2018-10-01 15:03:14,0,item_2
51,37416,2018-10-01 15:03:34,0,item_2
52,20275,2018-10-01 15:05:59,0,item_13
53,28855,2018-10-01 15:10:19,0,item_13
54,12781,2018-10-01 15:12:36,0,item_2
55,35903,2018-10-01 15:20:53,0,item_15
55,35903,2018-10-01 15:20:53,0,item_2
56,31526,2018-10-01 15:22:37,0,item_15
57,21074,2018-10-01 15:25:57,0,item_6
58,17084,2018-10-01 15:30:29,0,item_15
58,17084,2018-10-01 15:30:29,0,item_16
58,17084,2018-10-01 15:30:29,0,item_2
59,6887,2018-10-01 15:35:23,0,item_15
60,31567,2018-10-01 15:37:09,0,item_2
61,34006,2018-10-01 15:40:34,0,item_5
62,26762,2018-10-01 15:44:39,0,item_6
63,18588,2018-10-01 15:53:37,0,item_11
64,36724,2018-10-01 15:57:43,0,item_2
65,20421,2018-10-01 16:21:38,0,item_15
66,34732,2018-10-01 16:38:24,0,item_2
67,7837,2018-10-01 16:41:52,0,item_2
68,1580,2018-10-01 16:48:09,0,item_6
68,1580,2018-10-01 16:48:09,0,item_15
69,16777,2018-10-01 16:56:43,0,item_6
70,37234,2018-10-01 17:58:26,0,item_3
70,37234,2018-10-01 17:58:26,0,item_15
71,33765,2018-10-01 18:09:25,0,item_11
72,10998,2018-10-01 18:27:21,0,item_13
73,37046,2018-10-01 19:09:07,0,item_6
74,18469,2018-10-01 19:15:47,0,item_3
75,33427,2018-10-01 21:25:34,0,item_11
76,37491,2018-10-01 21:40:32,0,item_2
77,33849,2018-10-02 01:16:03,0,item_2
78,24998,2018-10-02 01:16:03,0,item_2
79,9266,2018-10-02 01:16:19,0,item_2
80,26648,2018-10-02 01:17:14,0,item_2
81,38890,2018-10-02 01:17:54,0,item_2
82,20921,2018-10-02 01:17:55,0,item_2
83,18134,2018-10-02 01:19:36,0,item_2
84,19394,2018-10-02 01:20:19,0,item_2
85,37339,2018-10-02 01:20:23,0,item_2
86,20476,2018-10-02 01:20:24,0,item_2
87,14338,2018-10-02 01:20:24,0,item_2
88,30206,2018-10-02 01:20:24,0,item_2
89,16143,2018-10-02 01:21:13,0,item_2
90,37390,2018-10-02 01:21:14,0,item_2
91,2389,2018-10-02 01:21:19,0,item_2
92,24632,2018-10-02 01:21:19,0,item_2
93,13774,2018-10-02 01:22:01,0,item_2
94,29906,2018-10-02 01:22:05,0,item_2
95,12869,2018-10-02 08:56:11,0,item_2
96,14250,2018-10-02 09:19:45,0,item_2
97,4971,2018-10-02 09:29:15,0,item_11
97,4971,2018-10-02 09:29:15,0,item_2
98,36883,2018-10-02 09:37:36,0,item_11
99,4811,2018-10-02 10:20:45,0,item_14
100,38835,2018-10-02 10:35:24,0,item_2
101,9296,2018-10-02 10:51:35,0,item_2
102,12004,2018-10-02 11:00:11,0,item_15
103,14021,2018-10-02 11:00:15,0,item_12
104,5195,2018-10-02 11:06:24,0,item_2
105,30651,2018-10-02 11:11:10,0,item_2
106,13419,2018-10-02 11:42:35,0,item_11
107,21585,2018-10-02 11:42:48,0,item_4
108,4953,2018-10-02 11:42:55,0,item_4
108,4953,2018-10-02 11:42:55,0,item_2
109,17556,2018-10-02 12:03:25,0,item_15
110,22277,2018-10-02 12:15:10,0,item_6
111,19107,2018-10-02 12:26:11,0,item_14
112,37461,2018-10-02 12:26:17,0,item_1
113,29212,2018-10-02 12:31:38,0,item_14
114,14869,2018-10-02 12:44:10,0,item_15
115,10155,2018-10-02 12:48:39,0,item_5
116,36767,2018-10-02 13:10:08,0,item_1
117,1683,2018-10-02 13:11:42,0,item_11
117,1683,2018-10-02 13:11:42,0,item_12
117,1683,2018-10-02 13:11:42,0,item_13
117,1683,2018-10-02 13:11:42,0,item_2
118,14692,2018-10-02 13:28:50,0,item_1
119,38177,2018-10-02 13:55:01,0,item_2
120,36300,2018-10-02 14:15:33,0,item_14
121,37456,2018-10-02 14:16:51,0,item_6
122,27683,2018-10-02 14:35:04,0,item_12
123,33926,2018-10-02 14:41:38,0,item_2
124,21096,2018-10-02 14:45:05,0,item_1
124,21096,2018-10-02 14:45:05,0,item_2
125,10664,2018-10-02 14:50:43,0,item_15
126,19768,2018-10-02 14:55:11,0,item_6
127,6724,2018-10-02 15:17:25,0,item_15
128,22867,2018-10-02 15:19:26,0,item_3
129,24870,2018-10-02 16:02:05,0,item_5
130,27055,2018-10-02 16:09:55,0,item_2
131,36619,2018-10-02 16:37:15,0,item_3
132,8007,2018-10-02 17:12:16,0,item_13
133,4485,2018-10-02 17:17:13,0,item_2
134,7833,2018-10-02 18:41:28,0,item_6
135,6605,2018-10-02 19:55:36,0,item_2
136,36689,2018-10-02 20:31:53,0,item_2
137,21158,2018-10-02 21:02:22,0,item_2
138,35591,2018-10-02 21:42:11,0,item_6
139,24894,2018-10-03 00:52:26,0,item_2
140,38892,2018-10-03 00:52:26,0,item_2
141,30076,2018-10-03 00:52:48,0,item_2
142,38911,2018-10-03 00:52:48,0,item_2
143,6038,2018-10-03 00:53:14,0,item_2
144,1391,2018-10-03 00:53:38,0,item_2
145,38532,2018-10-03 00:54:01,0,item_2
146,30862,2018-10-03 00:54:01,0,item_2
147,1270,2018-10-03 00:58:20,0,item_2
148,4854,2018-10-03 00:58:20,0,item_2
149,13200,2018-10-03 08:12:59,0,item_14
150,26374,2018-10-03 08:29:23,0,item_15
151,6712,2018-10-03 08:37:59,0,item_5
152,38724,2018-10-03 08:45:01,0,item_2
153,18379,2018-10-03 09:13:04,0,item_1
154,29544,2018-10-03 09:33:41,0,item_15
155,21128,2018-10-03 09:41:18,0,item_2
156,36202,2018-10-03 09:46:18,0,item_3
157,23453,2018-10-03 09:54:14,0,item_2
158,19594,2018-10-03 10:02:03,0,item_2
159,34698,2018-10-03 10:05:32,0,item_1
159,34698,2018-10-03 10:05:32,0,item_6
160,10802,2018-10-03 10:06:48,0,item_2
161,32608,2018-10-03 10:07:19,0,item_2
162,7812,2018-10-03 10:17:24,0,item_1
162,7812,2018-10-03 10:17:24,0,item_14
162,7812,2018-10-03 10:17:24,0,item_2
163,22609,2018-10-03 10:30:30,0,item_2
164,28160,2018-10-03 10:33:25,0,item_12
165,24758,2018-10-03 10:43:31,0,item_1
165,24758,2018-10-03 10:43:31,0,item_11
165,24758,2018-10-03 10:43:31,0,item_15
165,24758,2018-10-03 10:43:31,0,item_2
166,31385,2018-10-03 11:02:41,0,item_8
167,7970,2018-10-03 11:18:41,0,item_13
168,18147,2018-10-03 11:22:16,0,item_2
169,35117,2018-10-03 11:23:13,0,item_15
170,2921,2018-10-03 11:26:22,0,item_12
171,17587,2018-10-03 11:37:42,0,item_2
172,4662,2018-10-03 12:16:09,0,item_2
173,19223,2018-10-03 12:18:25,0,item_6
174,5624,2018-10-03 12:21:27,0,item_2
175,21842,2018-10-03 12:42:29,0,item_2
176,16770,2018-10-03 13:14:47,0,item_2
177,38848,2018-10-03 13:29:45,0,item_2
178,18245,2018-10-03 13:35:22,0,item_6
179,28786,2018-10-03 13:37:16,0,item_1
180,26941,2018-10-03 13:41:51,0,item_4
181,38936,2018-10-03 13:42:50,0,item_2
182,23006,2018-10-03 13:54:08,0,item_2
183,5639,2018-10-03 14:22:52,0,item_15
184,15434,2018-10-03 14:39:08,0,item_11
184,15434,2018-10-03 14:39:08,0,item_15
185,1076,2018-10-03 14:40:58,0,item_14
186,33056,2018-10-03 14:57:10,0,item_2
187,9290,2018-10-03 14:58:47,0,item_3
188,1801,2018-10-03 14:59:48,0,item_2
189,27652,2018-10-03 15:31:21,0,item_11
189,27652,2018-10-03 15:31:21,0,item_15
190,28967,2018-10-03 15:59:15,0,item_3
191,17022,2018-10-03 16:08:21,0,item_1
191,17022,2018-10-03 16:08:21,0,item_11
191,17022,2018-10-03 16:08:21,0,item_14
191,17022,2018-10-03 16:08:21,0,item_15
191,17022,2018-10-03 16:08:21,0,item_2
192,640,2018-10-03 16:13:39,0,item_6
193,1170,2018-10-03 16:24:35,0,item_15
194,35835,2018-10-03 16:28:55,0,item_11
195,16327,2018-10-03 17:49:35,0,item_2
196,10400,2018-10-03 21:14:27,0,item_13
197,8185,2018-10-03 21:14:30,0,item_12
198,5286,2018-10-04 01:28:04,0,item_2
199,23266,2018-10-04 01:28:06,0,item_2
200,32578,2018-10-04 01:28:08,0,item_2
201,24978,2018-10-04 01:28:19,0,item_2
202,38922,2018-10-04 01:28:19,0,item_2
203,14455,2018-10-04 01:28:26,0,item_2
204,38437,2018-10-04 01:28:36,0,item_2
205,27335,2018-10-04 01:29:07,0,item_2
206,38914,2018-10-04 01:29:07,0,item_2
207,24983,2018-10-04 01:29:10,0,item_2
208,32730,2018-10-04 01:29:27,0,item_2
209,10027,2018-10-04 08:31:06,0,item_1
210,36370,2018-10-04 08:37:59,0,item_11
211,29343,2018-10-04 09:11:10,0,item_6
212,38558,2018-10-04 09:32:38,0,item_11
213,18854,2018-10-04 09:55:56,0,item_2
214,3892,2018-10-04 10:13:49,0,item_3
215,4117,2018-10-04 10:14:57,0,item_2
216,13741,2018-10-04 10:40:24,0,item_13
217,28689,2018-10-04 11:11:01,0,item_2
218,32495,2018-10-04 11:12:41,0,item_2
219,37815,2018-10-04 11:21:14,0,item_1
220,15891,2018-10-04 11:32:12,0,item_14
221,32391,2018-10-04 11:42:38,0,item_15
222,16345,2018-10-04 11:53:54,0,item_2
223,15478,2018-10-04 11:54:45,0,item_2
224,18614,2018-10-04 12:14:19,0,item_6
225,38843,2018-10-04 12:35:32,0,item_2
226,27893,2018-10-04 12:37:56,0,item_12
227,6761,2018-10-04 12:43:45,0,item_2
228,28361,2018-10-04 12:50:01,0,item_1
229,10174,2018-10-04 13:11:05,0,item_2
230,35699,2018-10-04 13:15:17,0,item_5
231,5384,2018-10-04 13:17:56,0,item_15
232,13323,2018-10-04 13:19:03,0,item_5
233,18361,2018-10-04 13:33:07,0,item_15
234,19057,2018-10-04 13:36:30,0,item_13
235,13418,2018-10-04 13:58:56,0,item_11
235,13418,2018-10-04 13:58:56,0,item_13
235,13418,2018-10-04 13:58:56,0,item_14
236,37240,2018-10-04 14:02:17,0,item_2
237,24067,2018-10-04 14:02:31,0,item_1
237,24067,2018-10-04 14:02:31,0,item_15
238,25224,2018-10-04 14:28:06,0,item_2
239,13022,2018-10-04 14:29:27,0,item_2
240,29115,2018-10-04 14:31:30,0,item_14
241,28369,2018-10-04 14:39:10,0,item_15
242,8288,2018-10-04 15:30:52,0,item_10
243,29793,2018-10-04 16:03:52,0,item_6
244,16154,2018-10-04 16:06:00,0,item_15
245,19869,2018-10-04 16:16:38,0,item_6
246,26832,2018-10-04 16:30:28,0,item_4
246,26832,2018-10-04 16:30:28,0,item_15
247,9365,2018-10-04 17:07:47,0,item_11
248,30768,2018-10-04 17:24:18,0,item_2
249,18491,2018-10-04 17:26:41,0,item_1
250,9319,2018-10-04 18:07:11,0,item_5
251,7048,2018-10-04 18:54:03,0,item_15
252,23723,2018-10-04 18:54:56,0,item_13
253,9382,2018-10-04 20:20:47,0,item_1
254,20487,2018-10-04 21:03:42,0,item_1
255,392,2018-10-05 01:00:05,0,item_2
256,5391,2018-10-05 01:00:21,0,item_2
257,27258,2018-10-05 01:00:22,0,item_2
258,38810,2018-10-05 01:00:24,0,item_2
259,20141,2018-10-05 01:00:24,0,item_2
260,36775,2018-10-05 01:00:24,0,item_2
261,22244,2018-10-05 01:00:33,0,item_2
262,38916,2018-10-05 01:03:50,0,item_2
263,9444,2018-10-05 08:45:00,0,item_11
264,37763,2018-10-05 09:07:39,0,item_11
265,28716,2018-10-05 09:29:16,0,item_2
266,10824,2018-10-05 10:07:56,0,item_14
267,30216,2018-10-05 10:14:32,0,item_4
268,9382,2018-10-05 10:24:52,0,item_4
269,24804,2018-10-05 10:31:09,0,item_9
270,38136,2018-10-05 10:43:28,0,item_2
271,13992,2018-10-05 10:47:04,0,item_15
271,13992,2018-10-05 10:47:04,0,item_2
272,5411,2018-10-05 10:53:09,0,item_1
272,5411,2018-10-05 10:53:09,0,item_9
273,37258,2018-10-05 11:06:40,0,item_2
274,20144,2018-10-05 11:13:18,0,item_5
275,28743,2018-10-05 11:26:40,0,item_14
276,16182,2018-10-05 11:34:14,0,item_2
277,15120,2018-10-05 11:36:32,0,item_2
278,29173,2018-10-05 11:40:40,0,item_11
279,38209,2018-10-05 11:42:14,0,item_16
280,15913,2018-10-05 11:46:21,0,item_6
281,11224,2018-10-05 12:45:03,0,item_2
282,6976,2018-10-05 12:48:55,0,item_11
282,6976,2018-10-05 12:48:55,0,item_14
282,6976,2018-10-05 12:48:55,0,item_16
283,3847,2018-10-05 12:52:26,0,item_9
284,38950,2018-10-05 13:09:09,0,item_14
285,17233,2018-10-05 13:11:50,0,item_14
286,2898,2018-10-05 13:22:53,0,item_2
287,7059,2018-10-05 13:29:03,0,item_11
287,7059,2018-10-05 13:29:03,0,item_2
288,28619,2018-10-05 13:36:56,0,item_2
289,27415,2018-10-05 13:50:53,0,item_1
289,27415,2018-10-05 13:50:53,0,item_6
290,15922,2018-10-05 14:56:24,0,item_14
291,27840,2018-10-05 15:15:56,0,item_13
292,38661,2018-10-05 15:17:41,0,item_15
293,38832,2018-10-05 15:45:22,0,item_2
294,34887,2018-10-05 16:21:02,0,item_11
295,15060,2018-10-05 16:43:44,0,item_15
296,12733,2018-10-05 17:02:06,0,item_4
297,20763,2018-10-05 17:15:36,0,item_2
298,7760,2018-10-05 17:51:32,0,item_14
299,22186,2018-10-05 18:48:29,0,item_9
300,3339,2018-10-05 21:05:58,0,item_13
301,36715,2018-10-06 02:40:00,0,item_2
302,19608,2018-10-06 02:45:49,0,item_2
303,5717,2018-10-06 02:48:22,0,item_2
304,13153,2018-10-06 02:53:49,0,item_2
305,37531,2018-10-06 02:55:57,0,item_2
306,26057,2018-10-06 06:41:33,0,item_1
306,26057,2018-10-06 06:41:33,0,item_11
306,26057,2018-10-06 06:41:33,0,item_15
306,26057,2018-10-06 06:41:33,0,item_2
307,33935,2018-10-06 09:41:10,0,item_2
308,34122,2018-10-06 09:48:07,0,item_8
309,14366,2018-10-06 12:00:10,0,item_1
310,35526,2018-10-06 12:07:16,0,item_3
311,17939,2018-10-06 13:08:06,0,item_1
311,17939,2018-10-06 13:08:06,0,item_15
312,17363,2018-10-06 23:58:36,0,item_15
313,16439,2018-10-07 13:04:46,0,item_4
314,18253,2018-10-07 13:11:17,0,item_6
315,6487,2018-10-07 13:20:04,0,item_11
316,36879,2018-10-07 14:37:52,0,item_14
317,25868,2018-10-07 16:59:10,0,item_11
318,12304,2018-10-07 18:22:09,0,item_2
319,37709,2018-10-07 18:55:03,0,item_6
320,28732,2018-10-07 20:32:32,0,item_4
320,28732,2018-10-07 20:32:32,0,item_11
321,3967,2018-10-08 07:49:32,0,item_4
322,31460,2018-10-08 07:53:15,0,item_15
323,35759,2018-10-08 08:15:17,0,item_13
324,755,2018-10-08 08:29:19,0,item_14
325,9598,2018-10-08 08:38:53,0,item_9
326,3773,2018-10-08 08:57:30,0,item_2
327,19244,2018-10-08 09:03:33,0,item_1
328,23555,2018-10-08 09:05:24,0,item_2
329,10112,2018-10-08 09:17:39,0,item_13
330,9770,2018-10-08 09:26:22,0,item_13
330,9770,2018-10-08 09:26:22,0,item_2
331,30802,2018-10-08 09:48:02,0,item_12
332,29639,2018-10-08 09:53:21,0,item_6
333,9994,2018-10-08 10:30:01,0,item_16
334,25267,2018-10-08 10:37:17,0,item_1
335,37781,2018-10-08 10:40:45,0,item_11
336,26876,2018-10-08 10:49:08,0,item_15
337,20077,2018-10-08 11:01:59,0,item_4
337,20077,2018-10-08 11:01:59,0,item_5
338,36620,2018-10-08 11:03:40,0,item_13
339,31642,2018-10-08 11:03:59,0,item_3
340,31775,2018-10-08 11:20:40,0,item_2
341,33501,2018-10-08 12:27:04,0,item_15
342,11746,2018-10-08 12:28:24,0,item_8
343,23769,2018-10-08 12:41:24,0,item_16
344,36575,2018-10-08 12:44:16,0,item_6
345,20656,2018-10-08 12:53:44,0,item_1
345,20656,2018-10-08 12:53:44,0,item_6
346,29716,2018-10-08 12:54:48,0,item_2
347,9330,2018-10-08 13:10:43,0,item_2
348,21511,2018-10-08 13:36:12,0,item_6
349,20516,2018-10-08 13:49:35,0,item_1
349,20516,2018-10-08 13:49:35,0,item_5
350,32468,2018-10-08 14:16:08,0,item_15
351,13686,2018-10-08 14:18:18,0,item_11
352,10208,2018-10-08 14:43:57,0,item_2
353,38872,2018-10-08 15:28:54,0,item_2
354,5779,2018-10-08 15:38:53,0,item_11
355,38860,2018-10-08 15:51:38,0,item_2
356,21590,2018-10-08 15:56:49,0,item_14
357,4217,2018-10-08 16:01:52,0,item_2
358,19831,2018-10-08 16:04:54,0,item_1
359,26474,2018-10-08 16:08:25,0,item_2
360,4026,2018-10-08 16:24:17,0,item_2
361,11234,2018-10-08 16:25:26,0,item_2
362,7365,2018-10-08 16:30:28,0,item_4
363,23572,2018-10-08 17:08:52,0,item_14
364,33365,2018-10-08 17:22:34,0,item_14
365,34771,2018-10-08 17:26:57,0,item_14
366,38854,2018-10-08 17:27:46,0,item_1
367,22206,2018-10-08 17:28:07,0,item_11
367,22206,2018-10-08 17:28:07,0,item_2
368,16744,2018-10-08 17:36:50,0,item_2
369,22247,2018-10-08 17:53:00,0,item_2
370,3881,2018-10-08 17:53:27,0,item_5
371,19974,2018-10-08 17:56:52,0,item_6
372,10510,2018-10-08 18:00:36,0,item_2
373,34935,2018-10-08 18:30:09,0,item_2
374,4070,2018-10-08 19:23:14,0,item_9
375,31252,2018-10-08 19:33:14,0,item_2
376,37801,2018-10-08 21:39:00,0,item_6
377,38994,2018-10-08 22:30:17,0,item_15
378,38907,2018-10-09 01:02:12,0,item_2
379,27792,2018-10-09 01:02:14,0,item_2
380,27932,2018-10-09 01:02:18,0,item_2
381,35065,2018-10-09 01:02:18,0,item_2
382,33621,2018-10-09 01:02:28,0,item_2
383,14021,2018-10-09 01:02:29,0,item_2
384,28917,2018-10-09 01:02:47,0,item_2
385,32432,2018-10-09 01:03:04,0,item_2
386,7901,2018-10-09 01:03:06,0,item_2
387,38924,2018-10-09 01:03:29,0,item_2
388,38857,2018-10-09 01:03:31,0,item_2
389,25248,2018-10-09 01:03:38,0,item_2
390,14969,2018-10-09 01:03:40,0,item_2
391,28369,2018-10-09 01:03:58,0,item_2
392,21256,2018-10-09 01:04:01,0,item_2
393,8152,2018-10-09 01:04:10,0,item_2
394,30267,2018-10-09 01:04:10,0,item_2
395,5894,2018-10-09 01:04:10,0,item_2
396,20946,2018-10-09 01:04:11,0,item_2
397,38947,2018-10-09 01:04:26,0,item_2
398,5334,2018-10-09 01:04:26,0,item_2
399,38905,2018-10-09 01:04:26,0,item_2
400,37814,2018-10-09 01:04:29,0,item_2
401,4081,2018-10-09 01:04:29,0,item_2
402,38930,2018-10-09 01:08:14,0,item_2
403,16805,2018-10-09 01:08:17,0,item_2
404,28164,2018-10-09 07:58:41,0,item_6
405,15043,2018-10-09 08:40:44,0,item_2
406,38940,2018-10-09 08:41:43,0,item_11
406,38940,2018-10-09 08:41:43,0,item_2
407,34663,2018-10-09 08:53:17,0,item_15
408,13289,2018-10-09 09:14:40,0,item_16
409,31121,2018-10-09 09:20:59,0,item_2
410,35144,2018-10-09 09:37:45,0,item_2
411,38870,2018-10-09 09:39:25,0,item_2
412,31120,2018-10-09 10:08:11,0,item_3
413,22791,2018-10-09 10:11:02,0,item_2
414,38983,2018-10-09 10:41:53,0,item_2
415,19900,2018-10-09 10:42:06,0,item_1
415,19900,2018-10-09 10:42:06,0,item_15
416,28638,2018-10-09 10:54:26,0,item_13
417,35630,2018-10-09 11:04:29,0,item_6
418,11679,2018-10-09 11:05:54,0,item_9
419,28847,2018-10-09 11:11:33,0,item_14
419,28847,2018-10-09 11:11:33,0,item_15
420,18427,2018-10-09 11:29:00,0,item_2
421,18887,2018-10-09 11:29:33,0,item_11
422,29046,2018-10-09 11:55:39,0,item_6
423,1748,2018-10-09 11:59:31,0,item_3
424,24531,2018-10-09 12:05:04,0,item_2
425,30563,2018-10-09 12:40:11,0,item_11
425,30563,2018-10-09 12:40:11,0,item_14
425,30563,2018-10-09 12:40:11,0,item_15
426,18621,2018-10-09 12:50:15,0,item_2
427,33945,2018-10-09 13:17:19,0,item_6
428,37819,2018-10-09 13:20:05,0,item_15
429,37251,2018-10-09 13:22:34,0,item_1
430,25335,2018-10-09 13:48:37,0,item_14
431,21556,2018-10-09 14:15:11,0,item_2
432,9548,2018-10-09 14:25:16,0,item_7
432,9548,2018-10-09 14:25:16,0,item_2
433,28632,2018-10-09 14:47:52,0,item_12
434,2473,2018-10-09 14:57:21,0,item_15
434,2473,2018-10-09 14:57:21,0,item_2
435,36050,2018-10-09 14:58:40,0,item_2
436,8975,2018-10-09 15:00:05,0,item_2
437,9157,2018-10-09 15:38:55,0,item_15
438,38889,2018-10-09 15:45:09,0,item_2
439,28623,2018-10-09 15:47:11,0,item_2
440,13176,2018-10-09 16:19:04,0,item_2
441,7865,2018-10-09 16:34:57,0,item_2
442,20810,2018-10-09 16:50:34,0,item_11
443,5184,2018-10-09 16:53:51,0,item_11
443,5184,2018-10-09 16:53:51,0,item_15
443,5184,2018-10-09 16:53:51,0,item_2
444,217,2018-10-09 16:56:47,0,item_13
445,29527,2018-10-09 17:25:04,0,item_2
446,18370,2018-10-09 17:33:26,0,item_16
447,30744,2018-10-09 17:39:28,0,item_11
447,30744,2018-10-09 17:39:28,0,item_15
447,30744,2018-10-09 17:39:28,0,item_2
448,15648,2018-10-09 18:12:03,0,item_3
449,24006,2018-10-09 18:31:49,0,item_4
450,19810,2018-10-09 19:18:20,0,item_9
451,26678,2018-10-09 22:03:31,0,item_15
452,17576,2018-10-09 22:11:03,0,item_1
452,17576,2018-10-09 22:11:03,0,item_15
453,28625,2018-10-10 00:55:35,0,item_2
454,7365,2018-10-10 00:56:50,0,item_2
455,38933,2018-10-10 00:57:03,0,item_2
456,2915,2018-10-10 00:57:14,0,item_2
457,38977,2018-10-10 00:57:14,0,item_2
458,3943,2018-10-10 00:57:39,0,item_2
459,26406,2018-10-10 02:22:55,0,item_8
460,12122,2018-10-10 05:53:39,0,item_15
461,2644,2018-10-10 08:10:38,0,item_2
462,37432,2018-10-10 08:11:16,0,item_13
462,37432,2018-10-10 08:11:16,0,item_15
463,9164,2018-10-10 08:17:17,0,item_6
464,8271,2018-10-10 08:21:33,0,item_14
465,38486,2018-10-10 08:28:41,0,item_2
466,27695,2018-10-10 08:46:40,0,item_1
467,2784,2018-10-10 08:59:22,0,item_10
467,2784,2018-10-10 08:59:22,0,item_11
467,2784,2018-10-10 08:59:22,0,item_13
467,2784,2018-10-10 08:59:22,0,item_14
467,2784,2018-10-10 08:59:22,0,item_15
467,2784,2018-10-10 08:59:22,0,item_2
468,12411,2018-10-10 09:19:44,0,item_14
469,37406,2018-10-10 10:05:08,0,item_2
470,11001,2018-10-10 10:22:47,0,item_11
471,8742,2018-10-10 10:35:21,0,item_3
472,3650,2018-10-10 10:55:08,0,item_9
472,3650,2018-10-10 10:55:08,0,item_10
473,22597,2018-10-10 11:26:47,0,item_9
474,2082,2018-10-10 11:29:25,0,item_15
475,20116,2018-10-10 11:29:34,0,item_14
476,26884,2018-10-10 11:38:30,0,item_15
477,6326,2018-10-10 11:52:35,0,item_15
478,36520,2018-10-10 11:56:51,0,item_2
479,2998,2018-10-10 12:04:37,0,item_14
480,33670,2018-10-10 12:13:39,0,item_1
481,25241,2018-10-10 12:21:54,0,item_2
482,21763,2018-10-10 12:26:53,0,item_7
483,37798,2018-10-10 12:56:02,0,item_2
484,2108,2018-10-10 13:57:29,0,item_11
484,2108,2018-10-10 13:57:29,0,item_15
484,2108,2018-10-10 13:57:29,0,item_2
485,12066,2018-10-10 14:02:18,0,item_3
486,18290,2018-10-10 14:12:52,0,item_2
487,14610,2018-10-10 14:34:30,0,item_11
488,33264,2018-10-10 14:51:27,0,item_3
489,24122,2018-10-10 15:03:58,0,item_9
490,15114,2018-10-10 15:04:10,0,item_2
491,5085,2018-10-10 15:19:26,0,item_13
492,14766,2018-10-10 15:24:49,0,item_1
493,32745,2018-10-10 15:27:13,0,item_2
494,21035,2018-10-10 15:41:04,0,item_2
495,21360,2018-10-10 15:46:42,0,item_5
496,13199,2018-10-10 16:17:46,0,item_2
497,28834,2018-10-10 16:31:38,0,item_2
498,27454,2018-10-10 16:51:16,0,item_11
499,21636,2018-10-10 17:26:03,0,item_11
499,21636,2018-10-10 17:26:03,0,item_15
500,4603,2018-10-10 17:34:49,0,item_15
501,13098,2018-10-10 17:37:17,0,item_6
502,36990,2018-10-10 19:39:54,0,item_6
503,24935,2018-10-10 21:30:48,0,item_13
504,22518,2018-10-11 01:33:38,0,item_2
505,18993,2018-10-11 01:33:39,0,item_2
506,38999,2018-10-11 01:33:49,0,item_2
507,38995,2018-10-11 01:33:59,0,item_2
