event_id,valid,item_id
273,0,item_2
274,0,item_5
275,0,item_14
276,0,item_2
277,0,item_2
278,0,item_11
279,0,item_16
280,0,item_6
281,0,item_2
282,0,item_11
282,0,item_14
282,0,item_16
283,0,item_9
284,0,item_14
285,0,item_14
286,0,item_2
287,0,item_11
287,0,item_2
288,0,item_2
289,0,item_1
289,0,item_6
290,0,item_14
291,0,item_13
292,0,item_15
293,0,item_2
294,0,item_11
295,0,item_15
296,0,item_4
297,0,item_2
298,0,item_14
299,0,item_9
300,0,item_13
301,0,item_2
302,0,item_2
303,0,item_2
304,0,item_2
305,0,item_2
306,0,item_1
306,0,item_11
306,0,item_15
306,0,item_2
307,0,item_2
308,0,item_8
309,0,item_1
310,0,item_3
311,0,item_1
311,0,item_15
312,0,item_15
313,0,item_4
314,0,item_6
315,0,item_11
316,0,item_14
317,0,item_11
318,0,item_2
319,0,item_6
320,0,item_4
320,0,item_11
321,0,item_4
322,0,item_15
323,0,item_13
324,0,item_14
325,0,item_9
326,0,item_2
327,0,item_1
328,0,item_2
329,0,item_13
330,0,item_13
330,0,item_2
331,0,item_12
332,0,item_6
333,0,item_16
334,0,item_1
335,0,item_11
336,0,item_15
337,0,item_4
337,0,item_5
338,0,item_13
339,0,item_3
340,0,item_2
341,0,item_15
342,0,item_8
343,0,item_16
344,0,item_6
345,0,item_1
345,0,item_6
346,0,item_2
347,0,item_2
348,0,item_6
349,0,item_1
349,0,item_5
350,0,item_15
351,0,item_11
352,0,item_2
353,0,item_2
354,0,item_11
355,0,item_2
356,0,item_14
357,0,item_2
358,0,item_1
359,0,item_2
360,0,item_2
361,0,item_2
362,0,item_4
363,0,item_14
364,0,item_14
365,0,item_14
366,0,item_1
367,0,item_11
367,0,item_2
368,0,item_2
369,0,item_2
370,0,item_5
371,0,item_6
372,0,item_2
373,0,item_2
374,0,item_9
375,0,item_2
376,0,item_6
377,0,item_15
378,0,item_2
379,0,item_2
380,0,item_2
381,0,item_2
382,0,item_2
383,0,item_2
384,0,item_2
385,0,item_2
386,0,item_2
387,0,item_2
388,0,item_2
389,0,item_2
390,0,item_2
391,0,item_2
392,0,item_2
393,0,item_2
394,0,item_2
395,0,item_2
396,0,item_2
397,0,item_2
398,0,item_2
399,0,item_2
400,0,item_2
401,0,item_2
402,0,item_2
403,0,item_2
404,0,item_6
405,0,item_2
406,0,item_11
406,0,item_2
407,0,item_15
408,0,item_16
409,0,item_2
410,0,item_2
411,0,item_2
412,0,item_3
413,0,item_2
414,0,item_2
415,0,item_1
415,0,item_15
416,0,item_13
417,0,item_6
418,0,item_9
419,0,item_14
419,0,item_15
420,0,item_2
421,0,item_11
422,0,item_6
423,0,item_3
424,0,item_2
425,0,item_11
425,0,item_14
425,0,item_15
426,0,item_2
427,0,item_6
428,0,item_15
429,0,item_1
430,0,item_14
431,0,item_2
432,0,item_7
432,0,item_2
433,0,item_12
434,0,item_15
434,0,item_2
435,0,item_2
436,0,item_2
437,0,item_15
438,0,item_2
439,0,item_2
440,0,item_2
441,0,item_2
442,0,item_11
443,0,item_11
443,0,item_15
443,0,item_2
444,0,item_13
445,0,item_2
446,0,item_16
447,0,item_11
447,0,item_15
447,0,item_2
448,0,item_3
449,0,item_4
450,0,item_9
451,0,item_15
452,0,item_1
452,0,item_15
453,0,item_2
454,0,item_2
455,0,item_2
456,0,item_2
457,0,item_2
458,0,item_2
459,0,item_8
460,0,item_15
461,0,item_2
462,0,item_13
462,0,item_15
463,0,item_6
464,0,item_14
465,0,item_2
466,0,item_1
467,0,item_10
467,0,item_11
467,0,item_13
467,0,item_14
467,0,item_15
467,0,item_2
468,0,item_14
469,0,item_2
470,0,item_11
471,0,item_3
472,0,item_9
472,0,item_10
473,0,item_9
474,0,item_15
475,0,item_14
476,0,item_15
477,0,item_15
478,0,item_2
479,0,item_14
480,0,item_1
481,0,item_2
482,0,item_7
483,0,item_2
484,0,item_11
484,0,item_15
484,0,item_2
485,0,item_3
486,0,item_2
487,0,item_11
488,0,item_3
489,0,item_9
490,0,item_2
491,0,item_13
492,0,item_1
493,0,item_2
494,0,item_2
495,0,item_5
496,0,item_2
497,0,item_2
498,0,item_11
499,0,item_11
499,0,item_15
500,0,item_15
501,0,item_6
502,0,item_6
503,0,item_13
504,0,item_2
505,0,item_2
506,0,item_2
507,0,item_2
508,0,item_2
509,0,item_2
510,0,item_2
511,0,item_2
512,0,item_2
513,0,item_2
514,0,item_2
515,0,item_4
516,0,item_11
517,0,item_15
518,0,item_4
519,0,item_15
520,0,item_2
521,0,item_15
522,0,item_14
523,0,item_3
523,0,item_7
524,0,item_15
525,0,item_2
526,0,item_2
527,0,item_15
528,0,item_11
529,0,item_13
530,0,item_2
531,0,item_5
532,0,item_14
533,0,item_4
533,0,item_11
534,0,item_1
535,0,item_2
536,0,item_11
537,0,item_2
538,0,item_2
539,0,item_11
540,0,item_11
541,0,item_2
542,0,item_2
543,0,item_6
544,0,item_13
545,0,item_2
546,0,item_3
547,0,item_8
548,0,item_2
549,0,item_2
550,0,item_6
551,0,item_2
552,0,item_2
553,0,item_5
554,0,item_2
555,0,item_9
556,0,item_6
557,0,item_9
558,0,item_3
559,0,item_2
560,0,item_1
561,0,item_6
562,0,item_2
563,0,item_5
564,0,item_2
565,0,item_11
566,0,item_13
567,0,item_2
568,0,item_1
569,0,item_2
570,0,item_14
571,0,item_11
572,0,item_2
573,0,item_13
574,0,item_14
575,0,item_15
576,0,item_15
576,0,item_2
577,0,item_11
577,0,item_15
578,0,item_15
579,0,item_13
579,0,item_15
580,0,item_2
581,0,item_14
582,0,item_15
583,0,item_2
584,0,item_14
585,0,item_13
586,0,item_6
587,0,item_2
588,0,item_2
589,0,item_2
590,0,item_2
591,0,item_2
592,0,item_2
593,0,item_2
594,0,item_2
595,0,item_13
596,0,item_6
597,0,item_15
598,0,item_2
599,0,item_2
600,0,item_2
601,0,item_9
602,0,item_4
603,0,item_9
604,0,item_2
605,0,item_2
606,0,item_2
607,0,item_14
608,0,item_2
609,0,item_13
610,0,item_2
611,0,item_15
612,0,item_6
613,0,item_15
614,0,item_11
615,0,item_2
616,0,item_2
617,0,item_6
618,0,item_15
619,0,item_2
620,0,item_2
621,0,item_12
622,0,item_2
623,0,item_4
623,0,item_9
624,0,item_13
624,0,item_14
624,0,item_15
624,0,item_16
625,0,item_1
625,0,item_11
625,0,item_15
626,0,item_3
627,0,item_13
628,0,item_6
629,0,item_13
630,0,item_6
631,0,item_2
632,0,item_2
633,0,item_2
634,0,item_2
635,0,item_2
636,0,item_2
637,0,item_2
638,0,item_2
639,0,item_2
640,0,item_2
641,0,item_2
642,0,item_2
643,0,item_2
644,0,item_2
645,0,item_2
646,0,item_2
647,0,item_8
648,0,item_2
649,0,item_9
650,0,item_2
651,0,item_9
652,0,item_2
653,0,item_3
654,0,item_14
655,0,item_5
656,0,item_15
657,0,item_1
657,0,item_15
658,0,item_3
658,0,item_2
659,0,item_1
659,0,item_15
660,0,item_13
661,0,item_14
662,0,item_3
663,0,item_1
664,0,item_2
665,0,item_2
666,0,item_13
667,0,item_11
668,0,item_2
669,0,item_6
670,0,item_10
671,0,item_2
672,0,item_5
673,0,item_14
673,0,item_15
674,0,item_2
675,0,item_2
676,0,item_1
677,0,item_6
678,0,item_15
679,0,item_2
680,0,item_2
681,0,item_2
682,0,item_2
683,0,item_2
684,0,item_2
685,0,item_13
686,0,item_2
687,0,item_15
688,0,item_2
689,0,item_2
690,0,item_2
691,0,item_2
692,0,item_2
693,0,item_2
694,0,item_2
695,0,item_2
696,0,item_2
697,0,item_2
698,0,item_2
699,0,item_2
700,0,item_13
701,0,item_1
702,0,item_13
703,0,item_2
704,0,item_2
705,0,item_2
706,0,item_2
707,0,item_1
707,0,item_11
707,0,item_15
708,0,item_9
709,0,item_2
710,0,item_11
710,0,item_13
711,0,item_14
712,0,item_4
713,0,item_2
714,0,item_15
715,0,item_15
716,0,item_2
717,0,item_2
718,0,item_11
718,0,item_2
719,0,item_2
720,0,item_2
721,0,item_2
722,0,item_15
723,0,item_2
724,0,item_5
725,0,item_2
726,0,item_2
727,0,item_13
728,0,item_15
729,0,item_2
730,0,item_11
731,0,item_15
731,0,item_2
732,0,item_16
733,0,item_9
734,0,item_7
735,0,item_6
736,0,item_10
737,0,item_4
738,0,item_2
739,0,item_2
740,0,item_2
741,0,item_2
742,0,item_2
743,0,item_2
744,0,item_2
745,0,item_15
746,0,item_7
746,0,item_15
747,0,item_11
747,0,item_13
747,0,item_15
747,0,item_2
748,0,item_2
749,0,item_1
749,0,item_11
749,0,item_15
749,0,item_2
750,0,item_11
751,0,item_2
752,0,item_5
753,0,item_2
754,0,item_3
755,0,item_9
756,0,item_13
757,0,item_2
758,0,item_2
759,0,item_7
760,0,item_9
761,0,item_10
762,0,item_6
763,0,item_14
764,0,item_2
765,0,item_2
766,0,item_2
767,0,item_2
768,0,item_11
768,0,item_13
769,0,item_2
770,0,item_1
770,0,item_11
770,0,item_15
770,0,item_2
771,0,item_13
772,0,item_2
773,0,item_2
774,0,item_2
775,0,item_2
776,0,item_6
777,0,item_2
778,0,item_2
779,0,item_2
780,0,item_2
781,0,item_2
782,0,item_2
783,0,item_15
784,0,item_2
785,0,item_4
786,0,item_15
787,0,item_14
788,0,item_6
789,0,item_2
790,0,item_2
791,0,item_2
792,0,item_2
793,0,item_2
794,0,item_2
795,0,item_11
796,0,item_2
797,0,item_1
798,0,item_14
799,0,item_4
799,0,item_9
800,0,item_2
801,0,item_11
802,0,item_12
802,0,item_15
803,0,item_3
804,0,item_11
805,0,item_1
805,0,item_13
805,0,item_14
805,0,item_15
805,0,item_2
806,0,item_15
806,0,item_2
807,0,item_5
808,0,item_14
809,0,item_11
810,0,item_2
811,0,item_3
811,0,item_13
811,0,item_15
812,0,item_5
813,0,item_11
814,0,item_15
815,0,item_3
816,0,item_2
817,0,item_6
818,0,item_2
819,0,item_9
820,0,item_14
821,0,item_3
822,0,item_13
823,0,item_2
824,0,item_2
825,0,item_10
826,0,item_13
827,0,item_2
828,0,item_2
829,0,item_2
830,0,item_2
831,0,item_2
832,0,item_6
833,0,item_1
834,0,item_2
835,0,item_1
835,0,item_15
836,0,item_2
837,0,item_3
838,0,item_6
839,0,item_3
840,0,item_11
841,0,item_12
842,0,item_11
843,0,item_11
844,0,item_15
845,0,item_2
846,0,item_2
847,0,item_15
848,0,item_9
849,0,item_1
850,0,item_9
851,0,item_2
852,0,item_2
853,0,item_2
854,0,item_1
855,0,item_1
856,0,item_2
857,0,item_15
858,0,item_11
859,0,item_15
860,0,item_3
861,0,item_2
862,0,item_9
863,0,item_9
864,0,item_2
865,0,item_14
866,0,item_1
867,0,item_13
868,0,item_1
869,0,item_2
870,0,item_6
871,0,item_15
872,0,item_2
873,0,item_2
874,0,item_2
875,0,item_2
876,0,item_11
876,0,item_13
877,0,item_2
878,0,item_13
879,0,item_1
879,0,item_15
880,0,item_15
881,0,item_2
882,0,item_15
883,0,item_13
883,0,item_2
884,0,item_1
884,0,item_15
885,0,item_11
885,0,item_14
885,0,item_15
886,0,item_15
887,0,item_2
888,0,item_2
889,0,item_1
890,0,item_2
891,0,item_3
892,0,item_11
893,0,item_2
894,0,item_2
895,0,item_2
896,0,item_2
897,0,item_2
898,0,item_2
899,0,item_2
900,0,item_2
901,0,item_2
902,0,item_2
903,0,item_2
904,0,item_2
905,0,item_2
906,0,item_13
907,0,item_14
908,0,item_3
909,0,item_15
909,0,item_2
910,0,item_6
911,0,item_2
912,0,item_15
913,0,item_16
914,0,item_1
914,0,item_11
914,0,item_13
914,0,item_14
914,0,item_15
915,0,item_1
915,0,item_11
915,0,item_14
915,0,item_15
915,0,item_2
916,0,item_14
917,0,item_16
918,0,item_11
918,0,item_15
919,0,item_9
920,0,item_15
921,0,item_2
922,0,item_2
923,0,item_2
924,0,item_11
924,0,item_15
925,0,item_2
926,0,item_15
927,0,item_15
928,0,item_2
929,0,item_2
930,0,item_2
931,0,item_2
932,0,item_14
933,0,item_6
934,0,item_13
935,0,item_2
936,0,item_1
936,0,item_3
937,0,item_2
938,0,item_2
939,0,item_2
940,0,item_12
941,0,item_1
942,0,item_4
943,0,item_15
944,0,item_11
944,0,item_13
944,0,item_14
944,0,item_2
945,0,item_15
945,0,item_2
946,0,item_12
947,0,item_2
948,0,item_15
948,0,item_2
949,0,item_15
950,0,item_9
951,0,item_2
952,0,item_11
953,0,item_2
954,0,item_1
955,0,item_2
956,0,item_13
957,0,item_11
957,0,item_15
958,0,item_2
959,0,item_4
960,0,item_2
961,0,item_2
962,0,item_1
963,0,item_2
964,0,item_2
965,0,item_2
966,0,item_2
967,0,item_2
968,0,item_2
969,0,item_2
970,0,item_2
971,0,item_2
972,0,item_2
973,0,item_11
974,0,item_1
975,0,item_2
976,0,item_11
977,0,item_15
978,0,item_15
979,0,item_15
979,0,item_2
980,0,item_6
981,0,item_11
982,0,item_2
983,0,item_4
983,0,item_15
984,0,item_1
984,0,item_11
984,0,item_15
985,0,item_2
986,0,item_15
987,0,item_15
988,0,item_15
989,0,item_2
990,0,item_2
991,0,item_13
992,0,item_2
993,0,item_13
994,0,item_2
995,0,item_2
996,0,item_1
997,0,item_3
998,0,item_13
999,0,item_11
1000,0,item_11
1001,0,item_2
1002,0,item_2
1003,0,item_15
1004,0,item_11
1004,0,item_13
1004,0,item_14
1005,0,item_2
1006,0,item_11
1007,0,item_14
1008,0,item_2
1009,0,item_3
1010,0,item_15
1011,0,item_8
1012,0,item_2
1013,0,item_14
1014,0,item_2
1015,0,item_2
1016,0,item_2
1017,0,item_13
1018,0,item_13
1019,0,item_2
1020,0,item_2
1021,0,item_6
1022,0,item_1
1022,0,item_15
1022,0,item_2
1023,0,item_2
1024,0,item_2
1025,0,item_15
1026,0,item_12
1027,0,item_15
1028,0,item_12
1029,0,item_3
1030,0,item_2
1031,0,item_13
1032,0,item_11
1033,0,item_2
1034,0,item_12
1035,0,item_2
1036,0,item_3
1037,0,item_11
1037,0,item_15
1037,0,item_2
1038,0,item_10
1038,0,item_2
1039,0,item_2
1040,0,item_11
1040,0,item_2
1041,0,item_1
1042,0,item_2
1043,0,item_2
1044,0,item_2
1045,0,item_2
1046,0,item_2
1047,0,item_2
1048,0,item_2
1049,0,item_2
1050,0,item_2
1051,0,item_2
1052,0,item_2
1053,0,item_2
1054,0,item_2
1055,0,item_2
1056,0,item_2
1057,0,item_6
1058,0,item_2
1059,0,item_5
1060,0,item_9
1060,0,item_2
1061,0,item_15
1062,0,item_2
1063,0,item_11
1064,0,item_2
1065,0,item_2
1066,0,item_2
1067,0,item_1
1068,0,item_11
1069,0,item_2
1070,0,item_11
1071,0,item_13
1071,0,item_15
1072,0,item_8
1073,0,item_2
1074,0,item_14
1075,0,item_11
1075,0,item_2
1076,0,item_5
1076,0,item_15
1077,0,item_13
1078,0,item_2
1079,0,item_2
1080,0,item_2
1081,0,item_1
1081,0,item_3
1081,0,item_15
1082,0,item_2
1083,0,item_9
1084,0,item_2
1085,0,item_15
1086,0,item_15
1087,0,item_2
1088,0,item_2
1089,0,item_15
1090,0,item_2
1091,0,item_11
1092,0,item_1
1092,0,item_15
1093,0,item_13
1093,0,item_15
1094,0,item_1
1095,0,item_15
1096,0,item_14
1097,0,item_15
1098,0,item_2
1099,0,item_5
1099,0,item_9
1100,0,item_2
1101,0,item_6
1102,0,item_2
1103,0,item_6
1104,0,item_15
1105,0,item_11
1106,0,item_1
1107,0,item_6
1108,0,item_2
1109,0,item_2
1110,0,item_2
1111,0,item_2
1112,0,item_2
1113,0,item_2
1114,0,item_2
1115,0,item_2
1116,0,item_2
1117,0,item_11
1118,0,item_2
1119,0,item_2
1120,0,item_2
1121,0,item_2
1122,0,item_7
1123,0,item_12
1124,0,item_6
1125,0,item_15
1126,0,item_2
1127,0,item_6
1128,0,item_14
1128,0,item_2
1129,0,item_14
1130,0,item_6
1131,0,item_3
1131,0,item_9
1132,0,item_1
1133,0,item_2
1134,0,item_2
1135,0,item_11
1136,0,item_2
1137,0,item_14
1138,0,item_14
1139,0,item_13
1140,0,item_14
1141,0,item_7
1142,0,item_13
1143,0,item_15
1144,0,item_1
1145,0,item_3
1146,0,item_16
1147,0,item_11
1148,0,item_2
1149,0,item_3
1150,0,item_16
1151,0,item_15
1152,0,item_14
1153,0,item_9
1153,0,item_13
1154,0,item_14
1155,0,item_10
1155,0,item_2
1156,0,item_2
1157,0,item_14
1158,0,item_2
1159,0,item_2
1160,0,item_2
1161,0,item_2
1162,0,item_2
1163,0,item_2
1164,0,item_2
1165,0,item_2
1166,0,item_2
1167,0,item_2
1168,0,item_2
1169,0,item_2
1170,0,item_2
1171,0,item_2
1172,0,item_2
1173,0,item_2
1174,0,item_2
1175,0,item_2
1176,0,item_2
1177,0,item_15
1178,0,item_2
1179,0,item_2
1180,0,item_15
1181,0,item_2
1182,0,item_4
1183,0,item_2
1184,0,item_13
1185,0,item_3
1186,0,item_9
1187,0,item_11
1188,0,item_13
1189,0,item_11
1190,0,item_4
1191,0,item_1
1191,0,item_9
1192,0,item_11
1193,0,item_2
1194,0,item_3
1194,0,item_15
1195,0,item_15
1196,0,item_9
1197,0,item_15
1198,0,item_2
1199,0,item_6
1200,0,item_11
1200,0,item_14
1201,0,item_13
1202,0,item_2
1203,0,item_2
1204,0,item_2
1205,0,item_13
1206,0,item_15
1207,0,item_10
1208,0,item_10
1208,0,item_11
1208,0,item_13
1209,0,item_11
1209,0,item_15
1209,0,item_2
1210,0,item_15
1211,0,item_15
1212,0,item_15
1213,0,item_2
1214,0,item_3
1215,0,item_2
1216,0,item_3
1217,0,item_2
1218,0,item_11
1219,0,item_2
1220,0,item_9
1221,0,item_15
1222,0,item_11
1223,0,item_2
1224,0,item_2
1225,0,item_2
1226,0,item_11
1226,0,item_14
1226,0,item_2
1227,0,item_7
1227,0,item_15
1228,0,item_2
1229,0,item_1
1230,0,item_2
1231,0,item_11
1232,0,item_11
1233,0,item_3
1234,0,item_2
1235,0,item_6
1236,0,item_2
1237,0,item_1
1237,0,item_15
1238,0,item_12
1239,0,item_2
1240,0,item_2
1241,0,item_15
1242,0,item_11
1243,0,item_5
1244,0,item_2
1245,0,item_2
1246,0,item_15
1247,0,item_2
1248,0,item_1
1248,0,item_15
1249,0,item_2
1250,0,item_9
1251,0,item_15
1252,0,item_2
1253,0,item_15
1254,0,item_12
1255,0,item_9
1256,0,item_11
1256,0,item_14
1256,0,item_15
1256,0,item_2
1257,0,item_2
1258,0,item_9
1259,0,item_2
1260,0,item_2
1261,0,item_2
1262,0,item_2
1263,0,item_2
1264,0,item_2
1265,0,item_2
1266,0,item_2
1267,0,item_2
1268,0,item_2
1269,0,item_2
1270,0,item_2
1271,0,item_2
1272,0,item_2
1273,0,item_2
1274,0,item_2
1275,0,item_2
1276,0,item_2
1277,0,item_2
1278,0,item_2
1279,0,item_2
1280,0,item_2
1281,0,item_2
1282,0,item_2
1283,0,item_2
1284,0,item_15
1285,0,item_9
1286,0,item_2
1287,0,item_9
1288,0,item_2
1289,0,item_2
1290,0,item_1
1291,0,item_2
1292,0,item_6
1293,0,item_2
1294,0,item_15
1295,0,item_14
1296,0,item_5
1297,0,item_2
1298,0,item_5
1299,0,item_11
1300,0,item_1
1301,0,item_2
1302,0,item_2
1303,0,item_1
1304,0,item_2
1305,0,item_2
1306,0,item_6
1307,0,item_14
1308,0,item_11
1309,0,item_2
1310,0,item_15
1311,0,item_6
1311,0,item_15
1312,0,item_14
1313,0,item_9
1314,0,item_2
1315,0,item_14
1316,0,item_1
1316,0,item_11
1316,0,item_14
1317,0,item_2
1318,0,item_13
1319,0,item_13
1320,0,item_6
1320,0,item_15
1321,0,item_12
1321,0,item_15
1322,0,item_2
1323,0,item_11
1324,0,item_13
1325,0,item_6
1326,0,item_2
1327,0,item_2
1328,0,item_11
1328,0,item_14
1329,0,item_11
1330,0,item_13
1331,0,item_15
1332,0,item_2
1333,0,item_15
1334,0,item_11
1335,0,item_11
1336,0,item_15
1337,0,item_6
1338,0,item_11
1338,0,item_15
1339,0,item_2
1340,0,item_2
1341,0,item_2
1342,0,item_2
1343,0,item_2
1344,0,item_2
1345,0,item_2
1346,0,item_2
1347,0,item_2
1348,0,item_2
1349,0,item_2
1350,0,item_2
1351,0,item_2
1352,0,item_2
1353,0,item_2
1354,0,item_2
1355,0,item_15
1356,0,item_14
1357,0,item_2
1358,0,item_15
1359,0,item_6
1360,0,item_15
1361,0,item_2
1362,0,item_2
1363,0,item_2
1364,0,item_9
1365,0,item_2
1366,0,item_5
1367,0,item_15
1368,0,item_1
1369,0,item_2
1370,0,item_9
1371,0,item_1
1371,0,item_15
1372,0,item_2
1373,0,item_2
1374,0,item_2
1375,0,item_2
1376,0,item_1
1377,0,item_9
1378,0,item_1
1379,0,item_15
1380,0,item_2
1381,0,item_9
1382,0,item_16
1383,0,item_1
1384,0,item_1
1385,0,item_2
1386,0,item_2
1387,0,item_2
1388,0,item_2
1389,0,item_2
1390,0,item_11
1390,0,item_15
1391,0,item_2
1392,0,item_1
1393,0,item_2
1394,0,item_9
1395,0,item_5
1396,0,item_2
1397,0,item_11
1397,0,item_13
1397,0,item_15
1398,0,item_4
1399,0,item_2
1400,0,item_4
1400,0,item_5
1401,0,item_11
1401,0,item_15
1402,0,item_11
1403,0,item_1
1403,0,item_15
1404,0,item_1
1404,0,item_11
1404,0,item_13
1404,0,item_14
1404,0,item_15
1405,0,item_2
1406,0,item_9
1407,0,item_1
1408,0,item_4
1408,0,item_15
1409,0,item_6
1410,0,item_3
1411,0,item_11
1412,0,item_2
1413,0,item_2
1414,0,item_2
1415,0,item_2
1416,0,item_2
1417,0,item_2
1418,0,item_2
1419,0,item_2
1420,0,item_9
1421,0,item_15
1422,0,item_11
1423,0,item_13
1424,0,item_13
1425,0,item_1
1425,0,item_15
1426,0,item_13
1427,0,item_9
1428,0,item_5
1428,0,item_9
1429,0,item_13
1430,0,item_4
1430,0,item_15
1431,0,item_2
1432,0,item_2
1433,0,item_3
1434,0,item_5
1435,0,item_16
1436,0,item_1
1437,0,item_2
1438,0,item_14
1439,0,item_13
1440,0,item_2
1441,0,item_9
1442,0,item_4
1442,0,item_5
1442,0,item_9
1442,0,item_11
1442,0,item_15
1443,0,item_2
1444,0,item_15
1445,0,item_4
1446,0,item_2
1447,0,item_6
1448,0,item_1
1448,0,item_15
1449,0,item_11
1450,0,item_10
1451,0,item_2
1452,0,item_15
1453,0,item_15
1454,0,item_11
1454,0,item_14
1454,0,item_15
1455,0,item_15
1456,0,item_11
1457,0,item_13
1458,0,item_2
1459,0,item_1
1459,0,item_15
1460,0,item_2
1461,0,item_2
1462,0,item_2
1463,0,item_2
1464,0,item_2
1465,0,item_2
1466,0,item_2
1467,0,item_2
1468,0,item_2
1469,0,item_9
1470,0,item_6
1471,0,item_3
